pid,name,season,team,fol,tpa
699,Doug Christie,2006-07,Los Angeles Clippers,0,3
700,Dionte Christmas,2013-14,Phoenix Suns,0,24
702,Semaj Christon,2016-17,Oklahoma City Thunder,0,42
703,Patrick Christopher,2014-15,Utah Jazz,0,2
707,Earl Clark,2009-10,Phoenix Suns,0,3
707,Earl Clark,2010-11,Orlando Magic,0,4
707,Earl Clark,2012-13,Los Angeles Lakers,2,70
707,Earl Clark,2013-14,Cleveland Cavaliers,0,79
707,Earl Clark,2013-14,New York Knicks,0,6
707,Earl Clark,2014-15,Brooklyn Nets,0,16
708,Gary Clark,2018-19,Houston Rockets,0,61
709,Ian Clark,2013-14,Utah Jazz,0,22
709,Ian Clark,2014-15,Denver Nuggets,0,1
709,Ian Clark,2014-15,Utah Jazz,2,17
709,Ian Clark,2015-16,Golden State Warriors,1,63
709,Ian Clark,2016-17,Golden State Warriors,0,98
709,Ian Clark,2017-18,New Orleans Pelicans,3,105
709,Ian Clark,2018-19,New Orleans Pelicans,3,109
710,Keon Clark,1999-00,Denver Nuggets,0,1
710,Keon Clark,2001-02,Toronto Raptors,0,2
712,Coty Clarke,2015-16,Boston Celtics,0,1
713,Jordan Clarkson,2014-15,Los Angeles Lakers,1,86
713,Jordan Clarkson,2015-16,Los Angeles Lakers,1,232
713,Jordan Clarkson,2016-17,Los Angeles Lakers,1,229
713,Jordan Clarkson,2017-18,Cleveland Cavaliers,1,88
713,Jordan Clarkson,2017-18,Los Angeles Lakers,1,133
713,Jordan Clarkson,2018-19,Cleveland Cavaliers,2,249
714,Gian Clavell,2017-18,Dallas Mavericks,0,8
715,Victor Claver,2012-13,Portland Trail Blazers,2,61
715,Victor Claver,2013-14,Portland Trail Blazers,0,14
715,Victor Claver,2014-15,Portland Trail Blazers,0,7
718,Speedy Claxton,2001-02,Philadelphia 76ers,0,16
718,Speedy Claxton,2002-03,San Antonio Spurs,0,7
718,Speedy Claxton,2003-04,Golden State Warriors,1,11
718,Speedy Claxton,2004-05,New Orleans Pelicans,0,6
718,Speedy Claxton,2004-05,Golden State Warriors,1,37
718,Speedy Claxton,2005-06,New Orleans Pelicans,4,46
718,Speedy Claxton,2006-07,Atlanta Hawks,1,12
720,Mateen Cleaves,2000-01,Detroit Pistons,0,8
720,Mateen Cleaves,2001-02,Sacramento Kings,0,6
720,Mateen Cleaves,2002-03,Sacramento Kings,0,1
720,Mateen Cleaves,2004-05,Oklahoma City Thunder,0,1
720,Mateen Cleaves,2005-06,Oklahoma City Thunder,0,9
723,Antonius Cleveland,2017-18,Atlanta Hawks,0,3
723,Antonius Cleveland,2017-18,Dallas Mavericks,1,1
726,Keith Closs,1998-99,Los Angeles Clippers,0,1
726,Keith Closs,1999-00,Los Angeles Clippers,1,1
733,Norris Cole,2011-12,Miami Heat,2,56
733,Norris Cole,2012-13,Miami Heat,2,79
733,Norris Cole,2013-14,Miami Heat,1,130
733,Norris Cole,2014-15,New Orleans Pelicans,1,53
733,Norris Cole,2014-15,Miami Heat,1,69
733,Norris Cole,2015-16,New Orleans Pelicans,3,73
733,Norris Cole,2016-17,Oklahoma City Thunder,0,15
735,Derrick Coleman,1998-99,Charlotte Hornets,0,27
735,Derrick Coleman,1999-00,Charlotte Hornets,7,119
735,Derrick Coleman,2000-01,Charlotte Hornets,0,43
735,Derrick Coleman,2001-02,Philadelphia 76ers,0,53
735,Derrick Coleman,2002-03,Philadelphia 76ers,3,40
735,Derrick Coleman,2003-04,Philadelphia 76ers,1,24
735,Derrick Coleman,2004-05,Detroit Pistons,0,2
739,Bimbo Coles,1998-99,Golden State Warriors,1,15
739,Bimbo Coles,1999-00,Atlanta Hawks,0,20
739,Bimbo Coles,2000-01,Cleveland Cavaliers,1,4
739,Bimbo Coles,2001-02,Cleveland Cavaliers,0,12
739,Bimbo Coles,2002-03,Boston Celtics,0,3
739,Bimbo Coles,2002-03,Cleveland Cavaliers,1,14
739,Bimbo Coles,2003-04,Miami Heat,1,0
740,Jason Collier,2000-01,Houston Rockets,0,1
740,Jason Collier,2001-02,Houston Rockets,0,1
740,Jason Collier,2003-04,Atlanta Hawks,1,3
740,Jason Collier,2004-05,Atlanta Hawks,0,5
745,Jarron Collins,2002-03,Utah Jazz,0,1
745,Jarron Collins,2007-08,Utah Jazz,0,1
746,Jason Collins,2002-03,Brooklyn Nets,0,1
746,Jason Collins,2004-05,Brooklyn Nets,0,3
746,Jason Collins,2005-06,Brooklyn Nets,0,5
746,Jason Collins,2009-10,Atlanta Hawks,0,1
746,Jason Collins,2010-11,Atlanta Hawks,0,1
746,Jason Collins,2013-14,Brooklyn Nets,0,2
748,John Collins,2017-18,Atlanta Hawks,0,22
748,John Collins,2018-19,Atlanta Hawks,0,106
749,Mardy Collins,2006-07,New York Knicks,0,32
749,Mardy Collins,2007-08,New York Knicks,0,22
749,Mardy Collins,2008-09,Los Angeles Clippers,1,20
749,Mardy Collins,2008-09,New York Knicks,0,2
749,Mardy Collins,2009-10,Los Angeles Clippers,0,7
750,Sherron Collins,2010-11,Charlotte Hornets,0,6
751,Zach Collins,2017-18,Portland Trail Blazers,0,89
751,Zach Collins,2018-19,Portland Trail Blazers,0,104
752,Kyle Collinsworth,2017-18,Dallas Mavericks,0,12
753,Darren Collison,2009-10,New Orleans Pelicans,5,80
753,Darren Collison,2010-11,Indiana Pacers,3,92
753,Darren Collison,2011-12,Indiana Pacers,1,68
753,Darren Collison,2012-13,Dallas Mavericks,5,92
753,Darren Collison,2013-14,Los Angeles Clippers,3,125
753,Darren Collison,2014-15,Sacramento Kings,0,88
753,Darren Collison,2015-16,Sacramento Kings,4,151
753,Darren Collison,2016-17,Sacramento Kings,3,122
753,Darren Collison,2017-18,Indiana Pacers,4,100
753,Darren Collison,2018-19,Indiana Pacers,4,88
754,Nick Collison,2004-05,Oklahoma City Thunder,1,2
754,Nick Collison,2005-06,Oklahoma City Thunder,0,1
754,Nick Collison,2006-07,Oklahoma City Thunder,0,1
754,Nick Collison,2008-09,Oklahoma City Thunder,0,1
754,Nick Collison,2009-10,Oklahoma City Thunder,0,1
754,Nick Collison,2012-13,Oklahoma City Thunder,0,4
754,Nick Collison,2013-14,Oklahoma City Thunder,0,14
754,Nick Collison,2014-15,Oklahoma City Thunder,1,41
754,Nick Collison,2015-16,Oklahoma City Thunder,0,1
754,Nick Collison,2016-17,Oklahoma City Thunder,0,1
754,Nick Collison,2017-18,Oklahoma City Thunder,1,0
756,Bonzie Colson,2018-19,Milwaukee Bucks,0,10
757,Sean Colson,2000-01,Atlanta Hawks,0,1
757,Sean Colson,2000-01,Houston Rockets,0,4
763,Mike Conley,2007-08,Memphis Grizzlies,2,63
763,Mike Conley,2008-09,Memphis Grizzlies,3,144
763,Mike Conley,2009-10,Memphis Grizzlies,3,135
763,Mike Conley,2010-11,Memphis Grizzlies,3,183
763,Mike Conley,2011-12,Memphis Grizzlies,3,116
763,Mike Conley,2012-13,Memphis Grizzlies,2,215
763,Mike Conley,2013-14,Memphis Grizzlies,8,228
763,Mike Conley,2014-15,Memphis Grizzlies,3,218
763,Mike Conley,2015-16,Memphis Grizzlies,3,175
763,Mike Conley,2016-17,Memphis Grizzlies,7,322
763,Mike Conley,2017-18,Memphis Grizzlies,0,51
763,Mike Conley,2018-19,Memphis Grizzlies,3,274
766,Pat Connaughton,2015-16,Portland Trail Blazers,0,18
766,Pat Connaughton,2016-17,Portland Trail Blazers,1,22
766,Pat Connaughton,2017-18,Portland Trail Blazers,0,124
766,Pat Connaughton,2018-19,Milwaukee Bucks,0,88
769,Will Conroy,2009-10,Houston Rockets,0,3
769,Will Conroy,2012-13,Minnesota Timberwolves,0,1
773,Brian Cook,2003-04,Los Angeles Lakers,0,3
773,Brian Cook,2004-05,Los Angeles Lakers,2,135
773,Brian Cook,2005-06,Los Angeles Lakers,7,61
773,Brian Cook,2006-07,Los Angeles Lakers,2,82
773,Brian Cook,2007-08,Los Angeles Lakers,0,8
773,Brian Cook,2007-08,Orlando Magic,1,70
773,Brian Cook,2008-09,Houston Rockets,0,12
773,Brian Cook,2008-09,Orlando Magic,0,17
773,Brian Cook,2009-10,Houston Rockets,0,7
773,Brian Cook,2010-11,Los Angeles Clippers,2,51
773,Brian Cook,2011-12,Los Angeles Clippers,0,9
773,Brian Cook,2011-12,Washington Wizards,0,16
774,Daequan Cook,2007-08,Miami Heat,0,193
774,Daequan Cook,2008-09,Miami Heat,3,320
774,Daequan Cook,2009-10,Miami Heat,0,96
774,Daequan Cook,2010-11,Oklahoma City Thunder,2,143
774,Daequan Cook,2011-12,Oklahoma City Thunder,7,183
774,Daequan Cook,2012-13,Chicago Bulls,0,46
774,Daequan Cook,2012-13,Houston Rockets,2,23
778,Omar Cook,2003-04,Portland Trail Blazers,0,1
778,Omar Cook,2004-05,Toronto Raptors,0,3
779,Quinn Cook,2016-17,New Orleans Pelicans,0,8
779,Quinn Cook,2016-17,Dallas Mavericks,0,12
779,Quinn Cook,2017-18,Golden State Warriors,1,70
779,Quinn Cook,2018-19,Golden State Warriors,0,101
780,Charles Cooke,2017-18,New Orleans Pelicans,0,3
790,Chris Copeland,2012-13,New York Knicks,0,130
790,Chris Copeland,2013-14,Indiana Pacers,0,60
790,Chris Copeland,2014-15,Indiana Pacers,1,106
790,Chris Copeland,2015-16,Milwaukee Bucks,0,20
793,Tyrone Corbin,1998-99,Atlanta Hawks,2,112
793,Tyrone Corbin,1999-00,Sacramento Kings,2,32
793,Tyrone Corbin,2000-01,Toronto Raptors,0,3
800,Bryce Cotton,2014-15,Utah Jazz,0,17
800,Bryce Cotton,2015-16,Phoenix Suns,0,3
802,James Cotton,1998-99,Oklahoma City Thunder,1,3
808,DeMarcus Cousins,2010-11,Sacramento Kings,2,14
808,DeMarcus Cousins,2011-12,Sacramento Kings,3,7
808,DeMarcus Cousins,2012-13,Sacramento Kings,2,16
808,DeMarcus Cousins,2013-14,Sacramento Kings,0,5
808,DeMarcus Cousins,2014-15,Sacramento Kings,0,7
808,DeMarcus Cousins,2015-16,Sacramento Kings,0,180
808,DeMarcus Cousins,2016-17,New Orleans Pelicans,0,62
808,DeMarcus Cousins,2016-17,Sacramento Kings,0,218
808,DeMarcus Cousins,2017-18,New Orleans Pelicans,1,162
808,DeMarcus Cousins,2018-19,Golden State Warriors,0,41
810,Robert Covington,2013-14,Houston Rockets,1,7
810,Robert Covington,2014-15,Philadelphia 76ers,1,283
810,Robert Covington,2015-16,Philadelphia 76ers,0,282
810,Robert Covington,2016-17,Philadelphia 76ers,1,268
810,Robert Covington,2017-18,Philadelphia 76ers,0,293
810,Robert Covington,2018-19,Minnesota Timberwolves,0,89
810,Robert Covington,2018-19,Philadelphia 76ers,0,32
815,Allen Crabbe,2013-14,Portland Trail Blazers,0,13
815,Allen Crabbe,2014-15,Portland Trail Blazers,3,62
815,Allen Crabbe,2015-16,Portland Trail Blazers,8,232
815,Allen Crabbe,2016-17,Portland Trail Blazers,6,234
815,Allen Crabbe,2017-18,Brooklyn Nets,7,303
815,Allen Crabbe,2018-19,Brooklyn Nets,2,158
816,Torrey Craig,2017-18,Denver Nuggets,0,36
816,Torrey Craig,2018-19,Denver Nuggets,0,140
817,Chris Crawford,1998-99,Atlanta Hawks,0,42
817,Chris Crawford,1999-00,Atlanta Hawks,1,21
817,Chris Crawford,2000-01,Atlanta Hawks,0,16
817,Chris Crawford,2001-02,Atlanta Hawks,1,1
817,Chris Crawford,2002-03,Atlanta Hawks,0,2
817,Chris Crawford,2003-04,Atlanta Hawks,2,78
819,Jamal Crawford,2000-01,Chicago Bulls,1,75
819,Jamal Crawford,2001-02,Chicago Bulls,1,36
819,Jamal Crawford,2002-03,Chicago Bulls,2,154
819,Jamal Crawford,2003-04,Chicago Bulls,5,371
819,Jamal Crawford,2004-05,New York Knicks,3,346
819,Jamal Crawford,2005-06,New York Knicks,0,180
819,Jamal Crawford,2006-07,New York Knicks,2,223
819,Jamal Crawford,2007-08,New York Knicks,5,349
819,Jamal Crawford,2008-09,Golden State Warriors,2,171
819,Jamal Crawford,2008-09,New York Knicks,0,49
819,Jamal Crawford,2009-10,Atlanta Hawks,5,338
819,Jamal Crawford,2010-11,Atlanta Hawks,2,287
819,Jamal Crawford,2011-12,Portland Trail Blazers,1,169
819,Jamal Crawford,2012-13,Los Angeles Clippers,4,220
819,Jamal Crawford,2013-14,Los Angeles Clippers,1,314
819,Jamal Crawford,2014-15,Los Angeles Clippers,1,245
819,Jamal Crawford,2015-16,Los Angeles Clippers,2,213
819,Jamal Crawford,2016-17,Los Angeles Clippers,1,168
819,Jamal Crawford,2017-18,Minnesota Timberwolves,2,183
819,Jamal Crawford,2018-19,Phoenix Suns,0,108
820,Joe Crawford,2008-09,New York Knicks,0,4
821,Jordan Crawford,2010-11,Atlanta Hawks,0,17
821,Jordan Crawford,2010-11,Washington Wizards,0,56
821,Jordan Crawford,2011-12,Washington Wizards,2,169
821,Jordan Crawford,2012-13,Boston Celtics,0,44
821,Jordan Crawford,2012-13,Washington Wizards,1,94
821,Jordan Crawford,2013-14,Boston Celtics,0,96
821,Jordan Crawford,2013-14,Golden State Warriors,0,57
821,Jordan Crawford,2016-17,New Orleans Pelicans,0,60
821,Jordan Crawford,2017-18,New Orleans Pelicans,0,8
822,Mitchell Creek,2018-19,Minnesota Timberwolves,0,1
822,Mitchell Creek,2018-19,Brooklyn Nets,0,1
826,Joe Crispin,2001-02,Los Angeles Lakers,0,1
826,Joe Crispin,2001-02,Phoenix Suns,1,27
829,Javaris Crittenton,2007-08,Los Angeles Lakers,0,1
829,Javaris Crittenton,2007-08,Memphis Grizzlies,0,25
829,Javaris Crittenton,2008-09,Memphis Grizzlies,0,1
829,Javaris Crittenton,2008-09,Washington Wizards,1,7
833,Austin Croshere,1998-99,Indiana Pacers,0,17
833,Austin Croshere,1999-00,Indiana Pacers,3,140
833,Austin Croshere,2000-01,Indiana Pacers,0,149
833,Austin Croshere,2001-02,Indiana Pacers,2,102
833,Austin Croshere,2002-03,Indiana Pacers,0,49
833,Austin Croshere,2003-04,Indiana Pacers,2,114
833,Austin Croshere,2004-05,Indiana Pacers,1,135
833,Austin Croshere,2005-06,Indiana Pacers,0,131
833,Austin Croshere,2006-07,Dallas Mavericks,1,76
833,Austin Croshere,2007-08,Golden State Warriors,0,37
833,Austin Croshere,2008-09,Milwaukee Bucks,0,10
833,Austin Croshere,2008-09,San Antonio Spurs,0,4
838,John Crotty,1998-99,Portland Trail Blazers,0,1
838,John Crotty,1998-99,Oklahoma City Thunder,0,24
838,John Crotty,1999-00,Detroit Pistons,1,46
838,John Crotty,2000-01,Utah Jazz,0,5
838,John Crotty,2001-02,Utah Jazz,3,61
838,John Crotty,2002-03,Denver Nuggets,0,11
841,Jae Crowder,2012-13,Dallas Mavericks,0,151
841,Jae Crowder,2013-14,Dallas Mavericks,0,112
841,Jae Crowder,2014-15,Boston Celtics,2,130
841,Jae Crowder,2014-15,Dallas Mavericks,0,28
841,Jae Crowder,2015-16,Boston Celtics,5,308
841,Jae Crowder,2016-17,Boston Celtics,3,347
841,Jae Crowder,2017-18,Cleveland Cavaliers,10,118
841,Jae Crowder,2017-18,Utah Jazz,2,154
841,Jae Crowder,2018-19,Utah Jazz,7,403
844,Terry Cummings,1998-99,Golden State Warriors,0,1
845,Vonteego Cummings,1999-00,Golden State Warriors,2,108
845,Vonteego Cummings,2000-01,Golden State Warriors,7,107
845,Vonteego Cummings,2001-02,Philadelphia 76ers,0,25
847,Dante Cunningham,2009-10,Portland Trail Blazers,0,1
847,Dante Cunningham,2010-11,Charlotte Hornets,0,5
847,Dante Cunningham,2011-12,Memphis Grizzlies,1,0
847,Dante Cunningham,2012-13,Minnesota Timberwolves,0,2
847,Dante Cunningham,2013-14,Minnesota Timberwolves,0,1
847,Dante Cunningham,2014-15,New Orleans Pelicans,0,4
847,Dante Cunningham,2015-16,New Orleans Pelicans,1,111
847,Dante Cunningham,2016-17,New Orleans Pelicans,2,105
847,Dante Cunningham,2017-18,New Orleans Pelicans,0,63
847,Dante Cunningham,2017-18,Brooklyn Nets,0,41
847,Dante Cunningham,2018-19,San Antonio Spurs,0,42
849,Jared Cunningham,2012-13,Dallas Mavericks,0,2
849,Jared Cunningham,2013-14,Atlanta Hawks,0,1
849,Jared Cunningham,2013-14,Sacramento Kings,0,5
849,Jared Cunningham,2014-15,Los Angeles Clippers,0,8
849,Jared Cunningham,2015-16,Cleveland Cavaliers,1,20
849,Jared Cunningham,2015-16,Milwaukee Bucks,0,3
854,Bill Curley,1998-99,Minnesota Timberwolves,0,2
854,Bill Curley,1999-00,Golden State Warriors,0,1
854,Bill Curley,2000-01,Golden State Warriors,0,1
856,Dell Curry,1998-99,Milwaukee Bucks,2,92
856,Dell Curry,1999-00,Toronto Raptors,6,180
856,Dell Curry,2000-01,Toronto Raptors,3,123
856,Dell Curry,2001-02,Toronto Raptors,1,93
859,Michael Curry,1998-99,Milwaukee Bucks,0,9
859,Michael Curry,1999-00,Detroit Pistons,0,2
859,Michael Curry,2000-01,Detroit Pistons,0,1
859,Michael Curry,2001-02,Detroit Pistons,2,18
859,Michael Curry,2002-03,Detroit Pistons,5,23
859,Michael Curry,2003-04,Toronto Raptors,2,6
860,Seth Curry,2013-14,Cleveland Cavaliers,0,1
860,Seth Curry,2014-15,Phoenix Suns,0,1
860,Seth Curry,2015-16,Sacramento Kings,1,85
860,Seth Curry,2016-17,Dallas Mavericks,2,229
860,Seth Curry,2018-19,Portland Trail Blazers,3,191
861,Stephen Curry,2009-10,Golden State Warriors,9,202
861,Stephen Curry,2010-11,Golden State Warriors,8,212
861,Stephen Curry,2011-12,Golden State Warriors,1,63
861,Stephen Curry,2012-13,Golden State Warriors,9,360
861,Stephen Curry,2013-14,Golden State Warriors,5,390
861,Stephen Curry,2014-15,Golden State Warriors,13,453
861,Stephen Curry,2015-16,Golden State Warriors,7,574
861,Stephen Curry,2016-17,Golden State Warriors,8,480
861,Stephen Curry,2017-18,Golden State Warriors,4,313
861,Stephen Curry,2018-19,Golden State Warriors,8,398
866,Samuel Dalembert,2005-06,Philadelphia 76ers,0,1
866,Samuel Dalembert,2007-08,Philadelphia 76ers,0,1
866,Samuel Dalembert,2008-09,Philadelphia 76ers,0,1
866,Samuel Dalembert,2012-13,Milwaukee Bucks,0,1
868,Erick Dampier,2004-05,Dallas Mavericks,0,1
868,Erick Dampier,2009-10,Dallas Mavericks,0,1
871,Antonio Daniels,1998-99,San Antonio Spurs,1,22
871,Antonio Daniels,1999-00,San Antonio Spurs,0,52
871,Antonio Daniels,2000-01,San Antonio Spurs,0,160
871,Antonio Daniels,2001-02,San Antonio Spurs,3,138
871,Antonio Daniels,2002-03,Portland Trail Blazers,0,44
871,Antonio Daniels,2003-04,Oklahoma City Thunder,2,80
871,Antonio Daniels,2004-05,Oklahoma City Thunder,0,121
871,Antonio Daniels,2005-06,Washington Wizards,2,65
871,Antonio Daniels,2006-07,Washington Wizards,5,38
871,Antonio Daniels,2007-08,Washington Wizards,3,52
871,Antonio Daniels,2008-09,New Orleans Pelicans,1,43
871,Antonio Daniels,2008-09,Washington Wizards,0,5
871,Antonio Daniels,2010-11,Philadelphia 76ers,1,1
872,Erik Daniels,2004-05,Sacramento Kings,1,2
874,Marquis Daniels,2003-04,Dallas Mavericks,2,33
874,Marquis Daniels,2004-05,Dallas Mavericks,3,29
874,Marquis Daniels,2005-06,Dallas Mavericks,1,17
874,Marquis Daniels,2006-07,Indiana Pacers,0,17
874,Marquis Daniels,2007-08,Indiana Pacers,1,59
874,Marquis Daniels,2008-09,Indiana Pacers,1,66
874,Marquis Daniels,2009-10,Boston Celtics,1,21
874,Marquis Daniels,2010-11,Boston Celtics,1,14
874,Marquis Daniels,2011-12,Boston Celtics,0,6
874,Marquis Daniels,2012-13,Milwaukee Bucks,0,45
876,Troy Daniels,2013-14,Houston Rockets,0,29
876,Troy Daniels,2014-15,Houston Rockets,1,27
876,Troy Daniels,2014-15,Minnesota Timberwolves,1,25
876,Troy Daniels,2014-15,Charlotte Hornets,0,17
876,Troy Daniels,2015-16,Charlotte Hornets,1,68
876,Troy Daniels,2016-17,Memphis Grizzlies,2,214
876,Troy Daniels,2017-18,Phoenix Suns,0,237
876,Troy Daniels,2018-19,Phoenix Suns,0,107
884,Gigi Datome,2013-14,Detroit Pistons,1,17
884,Gigi Datome,2014-15,Boston Celtics,0,28
884,Gigi Datome,2014-15,Detroit Pistons,0,2
886,Kornel David,1999-00,Chicago Bulls,0,1
889,Brandon Davies,2013-14,Philadelphia 76ers,0,8
889,Brandon Davies,2014-15,Brooklyn Nets,0,3
889,Brandon Davies,2014-15,Philadelphia 76ers,0,27
890,Anthony Davis,2012-13,New Orleans Pelicans,0,4
890,Anthony Davis,2013-14,New Orleans Pelicans,0,7
890,Anthony Davis,2014-15,New Orleans Pelicans,0,6
890,Anthony Davis,2015-16,New Orleans Pelicans,0,80
890,Anthony Davis,2016-17,New Orleans Pelicans,1,101
890,Anthony Davis,2017-18,New Orleans Pelicans,4,118
890,Anthony Davis,2018-19,New Orleans Pelicans,1,92
891,Antonio Davis,2000-01,Toronto Raptors,1,1
891,Antonio Davis,2005-06,New York Knicks,0,1
893,Baron Davis,1999-00,Charlotte Hornets,2,84
893,Baron Davis,2000-01,Charlotte Hornets,2,175
893,Baron Davis,2001-02,Charlotte Hornets,2,312
893,Baron Davis,2002-03,New Orleans Pelicans,3,234
893,Baron Davis,2003-04,New Orleans Pelicans,9,490
893,Baron Davis,2004-05,New Orleans Pelicans,6,96
893,Baron Davis,2004-05,Golden State Warriors,1,142
893,Baron Davis,2005-06,Golden State Warriors,3,202
893,Baron Davis,2006-07,Golden State Warriors,3,224
893,Baron Davis,2007-08,Golden State Warriors,1,281
893,Baron Davis,2008-09,Los Angeles Clippers,9,196
893,Baron Davis,2009-10,Los Angeles Clippers,3,164
893,Baron Davis,2010-11,Cleveland Cavaliers,0,63
893,Baron Davis,2010-11,Los Angeles Clippers,5,79
893,Baron Davis,2011-12,New York Knicks,1,77
901,Dale Davis,1999-00,Indiana Pacers,1,0
901,Dale Davis,2000-01,Portland Trail Blazers,0,1
901,Dale Davis,2001-02,Portland Trail Blazers,1,0
901,Dale Davis,2005-06,Detroit Pistons,0,1
904,Ed Davis,2018-19,Brooklyn Nets,0,1
906,Emanual Davis,1999-00,Oklahoma City Thunder,0,80
906,Emanual Davis,2000-01,Oklahoma City Thunder,2,94
906,Emanual Davis,2001-02,Atlanta Hawks,1,53
906,Emanual Davis,2002-03,Atlanta Hawks,0,20
907,Glen Davis,2007-08,Boston Celtics,0,1
907,Glen Davis,2008-09,Boston Celtics,2,2
907,Glen Davis,2009-10,Boston Celtics,0,4
907,Glen Davis,2010-11,Boston Celtics,5,7
907,Glen Davis,2011-12,Orlando Magic,0,5
907,Glen Davis,2012-13,Orlando Magic,0,2
907,Glen Davis,2013-14,Orlando Magic,0,5
907,Glen Davis,2014-15,Los Angeles Clippers,0,1
909,Hubert Davis,1998-99,Dallas Mavericks,10,122
909,Hubert Davis,1999-00,Dallas Mavericks,4,147
909,Hubert Davis,2000-01,Dallas Mavericks,4,107
909,Hubert Davis,2000-01,Washington Wizards,0,22
909,Hubert Davis,2001-02,Washington Wizards,1,81
909,Hubert Davis,2002-03,Detroit Pistons,0,20
909,Hubert Davis,2003-04,Detroit Pistons,0,1
913,Josh Davis,2003-04,Atlanta Hawks,0,2
913,Josh Davis,2004-05,Philadelphia 76ers,1,36
913,Josh Davis,2005-06,Milwaukee Bucks,0,1
913,Josh Davis,2005-06,Phoenix Suns,0,1
913,Josh Davis,2011-12,Memphis Grizzlies,0,11
914,Mark Davis,1999-00,Golden State Warriors,0,2
920,Paul Davis,2008-09,Los Angeles Clippers,0,1
922,Ricky Davis,1998-99,Charlotte Hornets,0,9
922,Ricky Davis,1999-00,Charlotte Hornets,1,0
922,Ricky Davis,2000-01,Miami Heat,0,1
922,Ricky Davis,2001-02,Cleveland Cavaliers,3,23
922,Ricky Davis,2002-03,Cleveland Cavaliers,2,149
922,Ricky Davis,2003-04,Boston Celtics,4,56
922,Ricky Davis,2003-04,Cleveland Cavaliers,0,33
922,Ricky Davis,2004-05,Boston Celtics,5,100
922,Ricky Davis,2005-06,Boston Celtics,5,85
922,Ricky Davis,2005-06,Minnesota Timberwolves,4,79
922,Ricky Davis,2006-07,Minnesota Timberwolves,3,213
922,Ricky Davis,2007-08,Miami Heat,6,222
922,Ricky Davis,2008-09,Los Angeles Clippers,3,56
922,Ricky Davis,2009-10,Los Angeles Clippers,0,22
928,Andre Dawkins,2014-15,Miami Heat,0,5
935,Todd Day,1999-00,Phoenix Suns,1,142
935,Todd Day,2000-01,Minnesota Timberwolves,1,53
936,Austin Daye,2009-10,Detroit Pistons,0,56
936,Austin Daye,2010-11,Detroit Pistons,1,95
936,Austin Daye,2011-12,Detroit Pistons,0,38
936,Austin Daye,2012-13,Memphis Grizzlies,0,39
936,Austin Daye,2012-13,Detroit Pistons,0,20
936,Austin Daye,2013-14,San Antonio Spurs,0,22
936,Austin Daye,2013-14,Toronto Raptors,0,5
936,Austin Daye,2014-15,Atlanta Hawks,0,8
936,Austin Daye,2014-15,San Antonio Spurs,0,42
938,Nando De Colo,2012-13,San Antonio Spurs,5,59
938,Nando De Colo,2013-14,San Antonio Spurs,0,23
938,Nando De Colo,2013-14,Toronto Raptors,0,15
942,DeMar DeRozan,2009-10,Toronto Raptors,6,6
942,DeMar DeRozan,2010-11,Toronto Raptors,4,32
942,DeMar DeRozan,2011-12,Toronto Raptors,2,53
942,DeMar DeRozan,2012-13,Toronto Raptors,2,73
942,DeMar DeRozan,2013-14,Toronto Raptors,5,170
942,DeMar DeRozan,2014-15,Toronto Raptors,1,55
942,DeMar DeRozan,2015-16,Toronto Raptors,9,98
942,DeMar DeRozan,2016-17,Toronto Raptors,8,73
942,DeMar DeRozan,2017-18,Toronto Raptors,15,179
