pid,name,season,team,fol,tpa
3619,Bobby Simmons,2001-02,Washington Wizards,0,11
3619,Bobby Simmons,2002-03,Washington Wizards,0,2
3619,Bobby Simmons,2003-04,Los Angeles Clippers,0,7
3619,Bobby Simmons,2004-05,Los Angeles Clippers,8,72
3619,Bobby Simmons,2005-06,Milwaukee Bucks,1,153
3619,Bobby Simmons,2007-08,Milwaukee Bucks,3,100
3619,Bobby Simmons,2008-09,Brooklyn Nets,2,179
3619,Bobby Simmons,2009-10,Brooklyn Nets,1,46
3619,Bobby Simmons,2010-11,San Antonio Spurs,0,3
3619,Bobby Simmons,2011-12,Los Angeles Clippers,0,32
3623,Jonathon Simmons,2015-16,San Antonio Spurs,1,35
3623,Jonathon Simmons,2016-17,San Antonio Spurs,0,104
3623,Jonathon Simmons,2017-18,Orlando Magic,1,133
3623,Jonathon Simmons,2018-19,Orlando Magic,0,49
3623,Jonathon Simmons,2018-19,Philadelphia 76ers,0,19
3624,Kobi Simmons,2017-18,Memphis Grizzlies,0,26
3626,Miles Simon,1998-99,Orlando Magic,0,1
3627,Anfernee Simons,2018-19,Portland Trail Blazers,0,24
3628,Dickey Simpkins,1998-99,Chicago Bulls,0,1
3631,Alvin Sims,1998-99,Phoenix Suns,0,1
3635,Henry Sims,2014-15,Philadelphia 76ers,0,17
3637,Kyle Singler,2012-13,Detroit Pistons,0,101
3637,Kyle Singler,2013-14,Detroit Pistons,0,135
3637,Kyle Singler,2014-15,Oklahoma City Thunder,0,36
3637,Kyle Singler,2014-15,Detroit Pistons,0,86
3637,Kyle Singler,2015-16,Oklahoma City Thunder,3,66
3637,Kyle Singler,2016-17,Oklahoma City Thunder,1,25
3637,Kyle Singler,2017-18,Oklahoma City Thunder,0,4
3638,Sean Singletary,2008-09,Phoenix Suns,0,6
3638,Sean Singletary,2008-09,Charlotte Hornets,0,9
3639,Chris Singleton,2011-12,Washington Wizards,4,86
3639,Chris Singleton,2012-13,Washington Wizards,0,23
3639,Chris Singleton,2013-14,Washington Wizards,0,10
3640,James Singleton,2005-06,Los Angeles Clippers,2,12
3640,James Singleton,2006-07,Los Angeles Clippers,0,9
3640,James Singleton,2008-09,Dallas Mavericks,2,28
3640,James Singleton,2009-10,Dallas Mavericks,0,13
3640,James Singleton,2009-10,Washington Wizards,0,8
3640,James Singleton,2011-12,Washington Wizards,0,5
3645,Peyton Siva,2013-14,Detroit Pistons,0,16
3648,Brian Skinner,2007-08,Phoenix Suns,0,2
3648,Brian Skinner,2008-09,Los Angeles Clippers,0,1
3655,Tamar Slay,2002-03,Brooklyn Nets,0,20
3655,Tamar Slay,2003-04,Brooklyn Nets,2,4
3655,Tamar Slay,2004-05,Charlotte Hornets,1,10
3656,Donald Sloan,2011-12,Atlanta Hawks,0,1
3656,Donald Sloan,2011-12,Cleveland Cavaliers,0,20
3656,Donald Sloan,2011-12,New Orleans Pelicans,0,2
3656,Donald Sloan,2012-13,Cleveland Cavaliers,0,9
3656,Donald Sloan,2013-14,Indiana Pacers,0,29
3656,Donald Sloan,2014-15,Indiana Pacers,0,77
3656,Donald Sloan,2015-16,Brooklyn Nets,1,77
3658,Uros Slokar,2006-07,Toronto Raptors,0,1
3662,Marcus Smart,2014-15,Boston Celtics,1,200
3662,Marcus Smart,2015-16,Boston Celtics,0,173
3662,Marcus Smart,2016-17,Boston Celtics,4,271
3662,Marcus Smart,2017-18,Boston Celtics,1,139
3662,Marcus Smart,2018-19,Boston Celtics,1,183
3671,Charles Smith,1998-99,Los Angeles Clippers,0,22
3671,Charles Smith,2001-02,San Antonio Spurs,2,101
3671,Charles Smith,2002-03,Portland Trail Blazers,0,1
3671,Charles Smith,2005-06,Portland Trail Blazers,0,29
3676,Craig Smith,2007-08,Minnesota Timberwolves,0,1
3676,Craig Smith,2009-10,Los Angeles Clippers,0,2
3676,Craig Smith,2010-11,Los Angeles Clippers,0,1
3681,Donta Smith,2004-05,Atlanta Hawks,0,16
3681,Donta Smith,2005-06,Atlanta Hawks,0,3
3688,Ish Smith,2010-11,Houston Rockets,0,3
3688,Ish Smith,2010-11,Memphis Grizzlies,0,1
3688,Ish Smith,2011-12,Golden State Warriors,0,2
3688,Ish Smith,2011-12,Orlando Magic,0,2
3688,Ish Smith,2012-13,Milwaukee Bucks,0,9
3688,Ish Smith,2012-13,Orlando Magic,0,8
3688,Ish Smith,2013-14,Phoenix Suns,0,13
3688,Ish Smith,2014-15,Philadelphia 76ers,0,31
3688,Ish Smith,2014-15,Oklahoma City Thunder,0,4
3688,Ish Smith,2015-16,New Orleans Pelicans,0,21
3688,Ish Smith,2015-16,Philadelphia 76ers,0,82
3688,Ish Smith,2016-17,Detroit Pistons,0,50
3688,Ish Smith,2017-18,Detroit Pistons,1,56
3688,Ish Smith,2018-19,Detroit Pistons,0,75
3689,JR Smith,2004-05,New Orleans Pelicans,7,225
3689,JR Smith,2005-06,New Orleans Pelicans,5,109
3689,JR Smith,2006-07,Denver Nuggets,4,267
3689,JR Smith,2007-08,Denver Nuggets,1,261
3689,JR Smith,2008-09,Denver Nuggets,10,346
3689,JR Smith,2009-10,Denver Nuggets,7,280
3689,JR Smith,2010-11,Denver Nuggets,6,227
3689,JR Smith,2011-12,New York Knicks,1,164
3689,JR Smith,2012-13,New York Knicks,3,349
3689,JR Smith,2013-14,New York Knicks,6,345
3689,JR Smith,2014-15,Cleveland Cavaliers,0,297
3689,JR Smith,2014-15,New York Knicks,4,69
3689,JR Smith,2015-16,Cleveland Cavaliers,4,415
3689,JR Smith,2016-17,Cleveland Cavaliers,3,229
3689,JR Smith,2017-18,Cleveland Cavaliers,4,276
3689,JR Smith,2018-19,Cleveland Cavaliers,0,25
3690,Jabari Smith,2001-02,Sacramento Kings,0,1
3690,Jabari Smith,2003-04,Sacramento Kings,0,3
3690,Jabari Smith,2004-05,Brooklyn Nets,0,1
3691,Jason Smith,2007-08,Philadelphia 76ers,0,11
3691,Jason Smith,2009-10,Philadelphia 76ers,0,16
3691,Jason Smith,2011-12,New Orleans Pelicans,0,7
3691,Jason Smith,2012-13,New Orleans Pelicans,0,2
3691,Jason Smith,2014-15,New York Knicks,0,23
3691,Jason Smith,2015-16,Orlando Magic,2,8
3691,Jason Smith,2016-17,Washington Wizards,0,48
3691,Jason Smith,2017-18,Washington Wizards,0,18
3691,Jason Smith,2018-19,New Orleans Pelicans,0,7
3691,Jason Smith,2018-19,Milwaukee Bucks,0,7
3691,Jason Smith,2018-19,Washington Wizards,0,7
3692,Jerry Smith,2011-12,Brooklyn Nets,0,2
3694,Joe Smith,1998-99,Minnesota Timberwolves,0,2
3694,Joe Smith,2001-02,Minnesota Timberwolves,0,2
3694,Joe Smith,2002-03,Minnesota Timberwolves,0,1
3694,Joe Smith,2003-04,Milwaukee Bucks,1,2
3694,Joe Smith,2005-06,Milwaukee Bucks,0,1
3694,Joe Smith,2006-07,Philadelphia 76ers,0,1
3694,Joe Smith,2007-08,Cleveland Cavaliers,0,1
3694,Joe Smith,2007-08,Chicago Bulls,0,1
3694,Joe Smith,2008-09,Cleveland Cavaliers,0,3
3694,Joe Smith,2008-09,Oklahoma City Thunder,1,2
3694,Joe Smith,2009-10,Atlanta Hawks,0,4
3695,Josh Smith,2004-05,Atlanta Hawks,1,12
3695,Josh Smith,2005-06,Atlanta Hawks,3,71
3695,Josh Smith,2006-07,Atlanta Hawks,2,78
3695,Josh Smith,2007-08,Atlanta Hawks,3,48
3695,Josh Smith,2008-09,Atlanta Hawks,4,48
3695,Josh Smith,2009-10,Atlanta Hawks,2,4
3695,Josh Smith,2010-11,Atlanta Hawks,5,124
3695,Josh Smith,2011-12,Atlanta Hawks,3,61
3695,Josh Smith,2012-13,Atlanta Hawks,1,155
3695,Josh Smith,2013-14,Detroit Pistons,1,155
3695,Josh Smith,2014-15,Houston Rockets,0,200
3695,Josh Smith,2014-15,Detroit Pistons,0,23
3695,Josh Smith,2015-16,Houston Rockets,0,78
3695,Josh Smith,2015-16,Los Angeles Clippers,0,44
3703,Mike Smith,2000-01,Washington Wizards,0,14
3704,Nolan Smith,2011-12,Portland Trail Blazers,1,38
3704,Nolan Smith,2012-13,Portland Trail Blazers,1,19
3710,Russ Smith,2014-15,New Orleans Pelicans,0,4
3710,Russ Smith,2014-15,Memphis Grizzlies,0,2
3710,Russ Smith,2015-16,Memphis Grizzlies,0,3
3712,Steven Smith,1998-99,Atlanta Hawks,2,121
3712,Steven Smith,1999-00,Portland Trail Blazers,12,225
3712,Steven Smith,2000-01,Portland Trail Blazers,5,174
3712,Steven Smith,2001-02,San Antonio Spurs,2,204
3712,Steven Smith,2002-03,San Antonio Spurs,0,93
3712,Steven Smith,2003-04,New Orleans Pelicans,0,83
3712,Steven Smith,2004-05,Miami Heat,0,9
3712,Steven Smith,2004-05,Charlotte Hornets,0,53
3715,Theron Smith,2003-04,Memphis Grizzlies,1,9
3715,Theron Smith,2004-05,Charlotte Hornets,0,7
3718,Zhaire Smith,2018-19,Philadelphia 76ers,0,12
3719,Dennis Smith Jr.,2017-18,Dallas Mavericks,3,247
3719,Dennis Smith Jr.,2018-19,Dallas Mavericks,1,77
3719,Dennis Smith Jr.,2018-19,New York Knicks,2,58
3720,Rik Smits,1998-99,Indiana Pacers,1,2
3720,Rik Smits,1999-00,Indiana Pacers,0,1
3723,Tony Snell,2013-14,Chicago Bulls,3,133
3723,Tony Snell,2014-15,Chicago Bulls,1,164
3723,Tony Snell,2015-16,Chicago Bulls,1,119
3723,Tony Snell,2016-17,Milwaukee Bucks,0,219
3723,Tony Snell,2017-18,Milwaukee Bucks,0,137
3723,Tony Snell,2018-19,Milwaukee Bucks,0,93
3724,Eric Snow,1998-99,Philadelphia 76ers,0,16
3724,Eric Snow,1999-00,Philadelphia 76ers,3,21
3724,Eric Snow,2000-01,Philadelphia 76ers,1,10
3724,Eric Snow,2001-02,Philadelphia 76ers,0,13
3724,Eric Snow,2002-03,Philadelphia 76ers,1,10
3724,Eric Snow,2003-04,Philadelphia 76ers,1,11
3724,Eric Snow,2004-05,Cleveland Cavaliers,3,37
3724,Eric Snow,2005-06,Cleveland Cavaliers,0,3
3724,Eric Snow,2006-07,Cleveland Cavaliers,1,0
3724,Eric Snow,2007-08,Cleveland Cavaliers,0,2
3726,Kirk Snyder,2004-05,Utah Jazz,14,58
3726,Kirk Snyder,2005-06,New Orleans Pelicans,8,98
3726,Kirk Snyder,2006-07,Houston Rockets,2,35
3726,Kirk Snyder,2007-08,Houston Rockets,0,5
3726,Kirk Snyder,2007-08,Minnesota Timberwolves,1,7
3731,Will Solomon,2001-02,Memphis Grizzlies,0,119
3731,Will Solomon,2008-09,Sacramento Kings,0,22
3731,Will Solomon,2008-09,Toronto Raptors,3,49
3733,Darius Songaila,2004-05,Sacramento Kings,1,2
3733,Darius Songaila,2005-06,Chicago Bulls,4,2
3733,Darius Songaila,2006-07,Washington Wizards,3,2
3733,Darius Songaila,2007-08,Washington Wizards,1,2
3733,Darius Songaila,2008-09,Washington Wizards,0,1
3733,Darius Songaila,2009-10,New Orleans Pelicans,3,6
3735,James Southerland,2013-14,New Orleans Pelicans,1,4
3738,Ray Spalding,2018-19,Phoenix Suns,0,1
3740,Vassilis Spanoulis,2006-07,Houston Rockets,0,17
3745,Marreese Speights,2008-09,Philadelphia 76ers,0,2
3745,Marreese Speights,2009-10,Philadelphia 76ers,1,3
3745,Marreese Speights,2010-11,Philadelphia 76ers,0,1
3745,Marreese Speights,2011-12,Memphis Grizzlies,0,2
3745,Marreese Speights,2012-13,Cleveland Cavaliers,1,3
3745,Marreese Speights,2012-13,Memphis Grizzlies,0,3
3745,Marreese Speights,2013-14,Golden State Warriors,0,17
3745,Marreese Speights,2014-15,Golden State Warriors,1,9
3745,Marreese Speights,2015-16,Golden State Warriors,0,65
3745,Marreese Speights,2016-17,Los Angeles Clippers,0,180
3745,Marreese Speights,2017-18,Orlando Magic,1,92
3746,Omari Spellman,2018-19,Atlanta Hawks,0,84
3752,Tiago Splitter,2013-14,San Antonio Spurs,0,1
3752,Tiago Splitter,2015-16,Atlanta Hawks,0,1
3752,Tiago Splitter,2016-17,Philadelphia 76ers,0,5
3754,Latrell Sprewell,1998-99,New York Knicks,2,71
3754,Latrell Sprewell,1999-00,New York Knicks,9,117
3754,Latrell Sprewell,2000-01,New York Knicks,8,111
3754,Latrell Sprewell,2001-02,New York Knicks,8,304
3754,Latrell Sprewell,2002-03,New York Knicks,4,289
3754,Latrell Sprewell,2003-04,Minnesota Timberwolves,11,316
3754,Latrell Sprewell,2004-05,Minnesota Timberwolves,5,165
3758,Ryan Stack,1999-00,Cleveland Cavaliers,0,1
3759,Jerry Stackhouse,1998-99,Detroit Pistons,1,62
3759,Jerry Stackhouse,1999-00,Detroit Pistons,6,155
3759,Jerry Stackhouse,2000-01,Detroit Pistons,6,305
3759,Jerry Stackhouse,2001-02,Detroit Pistons,3,189
3759,Jerry Stackhouse,2002-03,Washington Wizards,5,182
3759,Jerry Stackhouse,2003-04,Washington Wizards,1,48
3759,Jerry Stackhouse,2004-05,Dallas Mavericks,9,110
3759,Jerry Stackhouse,2005-06,Dallas Mavericks,4,145
3759,Jerry Stackhouse,2006-07,Dallas Mavericks,0,141
3759,Jerry Stackhouse,2007-08,Dallas Mavericks,3,136
3759,Jerry Stackhouse,2008-09,Dallas Mavericks,0,18
3759,Jerry Stackhouse,2009-10,Milwaukee Bucks,1,92
3759,Jerry Stackhouse,2010-11,Miami Heat,0,2
3759,Jerry Stackhouse,2011-12,Atlanta Hawks,0,24
3759,Jerry Stackhouse,2012-13,Brooklyn Nets,0,57
3765,John Starks,1998-99,Golden State Warriors,21,200
3765,John Starks,1999-00,Chicago Bulls,2,7
3765,John Starks,1999-00,Golden State Warriors,6,112
3765,John Starks,2000-01,Utah Jazz,16,123
3765,John Starks,2001-02,Utah Jazz,2,63
3767,Nik Stauskas,2014-15,Sacramento Kings,0,102
3767,Nik Stauskas,2015-16,Philadelphia 76ers,1,178
3767,Nik Stauskas,2016-17,Philadelphia 76ers,1,237
3767,Nik Stauskas,2017-18,Brooklyn Nets,0,56
3767,Nik Stauskas,2017-18,Philadelphia 76ers,0,1
3767,Nik Stauskas,2018-19,Cleveland Cavaliers,0,32
3767,Nik Stauskas,2018-19,Portland Trail Blazers,2,82
3771,Vladimir Stepania,1998-99,Oklahoma City Thunder,0,2
3771,Vladimir Stepania,1999-00,Oklahoma City Thunder,2,5
3771,Vladimir Stepania,2000-01,Brooklyn Nets,0,4
3771,Vladimir Stepania,2001-02,Miami Heat,0,2
3775,Joe Stephens,1999-00,Memphis Grizzlies,0,4
3776,Lance Stephenson,2010-11,Indiana Pacers,0,2
3776,Lance Stephenson,2011-12,Indiana Pacers,0,13
3776,Lance Stephenson,2012-13,Indiana Pacers,5,120
3776,Lance Stephenson,2013-14,Indiana Pacers,5,158
3776,Lance Stephenson,2014-15,Charlotte Hornets,0,70
3776,Lance Stephenson,2015-16,Los Angeles Clippers,0,28
3776,Lance Stephenson,2015-16,Memphis Grizzlies,0,29
3776,Lance Stephenson,2016-17,New Orleans Pelicans,0,7
3776,Lance Stephenson,2016-17,Minnesota Timberwolves,0,2
3776,Lance Stephenson,2016-17,Indiana Pacers,0,15
3776,Lance Stephenson,2017-18,Indiana Pacers,1,88
3776,Lance Stephenson,2018-19,Los Angeles Lakers,1,102
3781,DeShawn Stevenson,2000-01,Utah Jazz,1,5
3781,DeShawn Stevenson,2001-02,Utah Jazz,0,15
3781,DeShawn Stevenson,2002-03,Utah Jazz,2,10
3781,DeShawn Stevenson,2003-04,Orlando Magic,0,25
3781,DeShawn Stevenson,2003-04,Utah Jazz,16,19
3781,DeShawn Stevenson,2004-05,Orlando Magic,3,44
3781,DeShawn Stevenson,2005-06,Orlando Magic,3,7
3781,DeShawn Stevenson,2006-07,Washington Wizards,1,132
3781,DeShawn Stevenson,2007-08,Washington Wizards,5,302
3781,DeShawn Stevenson,2008-09,Washington Wizards,3,74
3781,DeShawn Stevenson,2009-10,Dallas Mavericks,0,20
3781,DeShawn Stevenson,2009-10,Washington Wizards,0,44
3781,DeShawn Stevenson,2010-11,Dallas Mavericks,2,220
3781,DeShawn Stevenson,2011-12,Brooklyn Nets,0,115
3781,DeShawn Stevenson,2012-13,Atlanta Hawks,0,160
3787,Greg Stiemsma,2011-12,Boston Celtics,2,0
3787,Greg Stiemsma,2013-14,New Orleans Pelicans,0,1
3789,Bryant Stith,1998-99,Denver Nuggets,2,61
3789,Bryant Stith,1999-00,Denver Nuggets,1,34
3789,Bryant Stith,2000-01,Boston Celtics,0,127
3789,Bryant Stith,2001-02,Cleveland Cavaliers,0,44
3793,David Stockton,2014-15,Sacramento Kings,0,1
3793,David Stockton,2017-18,Utah Jazz,0,3
3794,John Stockton,1998-99,Utah Jazz,3,50
3794,John Stockton,1999-00,Utah Jazz,2,117
3794,John Stockton,2000-01,Utah Jazz,1,109
3794,John Stockton,2001-02,Utah Jazz,2,65
3794,John Stockton,2002-03,Utah Jazz,9,66
3795,Peja Stojakovic,1998-99,Sacramento Kings,4,136
3795,Peja Stojakovic,1999-00,Sacramento Kings,5,209
3795,Peja Stojakovic,2000-01,Sacramento Kings,7,290
3795,Peja Stojakovic,2001-02,Sacramento Kings,9,276
3795,Peja Stojakovic,2002-03,Sacramento Kings,3,351
3795,Peja Stojakovic,2003-04,Sacramento Kings,5,473
3795,Peja Stojakovic,2004-05,Sacramento Kings,3,340
3795,Peja Stojakovic,2005-06,Indiana Pacers,5,171
3795,Peja Stojakovic,2005-06,Sacramento Kings,4,132
3795,Peja Stojakovic,2006-07,New Orleans Pelicans,1,63
3795,Peja Stojakovic,2007-08,New Orleans Pelicans,4,428
3795,Peja Stojakovic,2008-09,New Orleans Pelicans,3,279
3795,Peja Stojakovic,2009-10,New Orleans Pelicans,4,250
3795,Peja Stojakovic,2010-11,New Orleans Pelicans,0,18
3795,Peja Stojakovic,2010-11,Dallas Mavericks,0,134
3795,Peja Stojakovic,2010-11,Toronto Raptors,0,5
3802,Julyan Stone,2011-12,Denver Nuggets,0,5
3802,Julyan Stone,2013-14,Toronto Raptors,0,4
3802,Julyan Stone,2017-18,Charlotte Hornets,0,7
3803,Awvee Storey,2004-05,Brooklyn Nets,0,1
3803,Awvee Storey,2005-06,Washington Wizards,0,6
3803,Awvee Storey,2007-08,Milwaukee Bucks,0,3
3804,Damon Stoudamire,1998-99,Portland Trail Blazers,8,136
3804,Damon Stoudamire,1999-00,Portland Trail Blazers,29,192
3804,Damon Stoudamire,2000-01,Portland Trail Blazers,18,184
3804,Damon Stoudamire,2001-02,Portland Trail Blazers,14,224
3804,Damon Stoudamire,2002-03,Portland Trail Blazers,4,116
3804,Damon Stoudamire,2003-04,Portland Trail Blazers,21,339
3804,Damon Stoudamire,2004-05,Portland Trail Blazers,19,377
3804,Damon Stoudamire,2005-06,Memphis Grizzlies,0,81
3804,Damon Stoudamire,2006-07,Memphis Grizzlies,3,133
3804,Damon Stoudamire,2007-08,San Antonio Spurs,1,40
3804,Damon Stoudamire,2007-08,Memphis Grizzlies,0,67
3805,Salim Stoudamire,2005-06,Atlanta Hawks,8,154
3805,Salim Stoudamire,2006-07,Atlanta Hawks,1,81
3805,Salim Stoudamire,2007-08,Atlanta Hawks,1,43
3806,Amar'e Stoudemire,2002-03,Phoenix Suns,0,5
3806,Amar'e Stoudemire,2003-04,Phoenix Suns,0,2
3806,Amar'e Stoudemire,2004-05,Phoenix Suns,0,10
3806,Amar'e Stoudemire,2005-06,Phoenix Suns,0,1
3806,Amar'e Stoudemire,2006-07,Phoenix Suns,0,3
3806,Amar'e Stoudemire,2007-08,Phoenix Suns,0,19
3806,Amar'e Stoudemire,2008-09,Phoenix Suns,0,2
3806,Amar'e Stoudemire,2009-10,Phoenix Suns,0,3
3806,Amar'e Stoudemire,2010-11,New York Knicks,3,18
3806,Amar'e Stoudemire,2011-12,New York Knicks,0,13
3806,Amar'e Stoudemire,2014-15,New York Knicks,0,2
3808,DJ Strawberry,2007-08,Phoenix Suns,0,18
3811,Erick Strickland,1998-99,Dallas Mavericks,2,42
3811,Erick Strickland,1999-00,Dallas Mavericks,2,158
3811,Erick Strickland,2000-01,New York Knicks,0,38
3811,Erick Strickland,2000-01,Memphis Grizzlies,2,27
3811,Erick Strickland,2001-02,Boston Celtics,0,171
3811,Erick Strickland,2002-03,Indiana Pacers,0,121
3811,Erick Strickland,2003-04,Milwaukee Bucks,1,44
3811,Erick Strickland,2004-05,Milwaukee Bucks,0,49
3812,Mark Strickland,1998-99,Miami Heat,0,1
3812,Mark Strickland,1999-00,Miami Heat,1,0
3812,Mark Strickland,2000-01,Denver Nuggets,0,1
3812,Mark Strickland,2000-01,Brooklyn Nets,1,1
3812,Mark Strickland,2001-02,Atlanta Hawks,0,1
3813,Rod Strickland,1998-99,Washington Wizards,1,28
3813,Rod Strickland,1999-00,Washington Wizards,0,15
3813,Rod Strickland,2000-01,Washington Wizards,0,7
3813,Rod Strickland,2001-02,Miami Heat,1,15
3813,Rod Strickland,2002-03,Minnesota Timberwolves,0,9
3813,Rod Strickland,2003-04,Orlando Magic,2,24
3813,Rod Strickland,2003-04,Toronto Raptors,1,3
3813,Rod Strickland,2004-05,Houston Rockets,1,1
3816,Derek Strong,1999-00,Orlando Magic,0,3
3816,Derek Strong,2000-01,Los Angeles Clippers,1,0
3819,Rodney Stuckey,2007-08,Detroit Pistons,0,13
3819,Rodney Stuckey,2008-09,Detroit Pistons,3,44
3819,Rodney Stuckey,2009-10,Detroit Pistons,3,36
3819,Rodney Stuckey,2010-11,Detroit Pistons,0,61
3819,Rodney Stuckey,2011-12,Detroit Pistons,0,60
3819,Rodney Stuckey,2012-13,Detroit Pistons,1,112
3819,Rodney Stuckey,2013-14,Detroit Pistons,0,46
3819,Rodney Stuckey,2014-15,Indiana Pacers,0,88
3819,Rodney Stuckey,2015-16,Indiana Pacers,1,64
3819,Rodney Stuckey,2016-17,Indiana Pacers,0,33
3823,Jared Sullinger,2012-13,Boston Celtics,1,4
3823,Jared Sullinger,2013-14,Boston Celtics,2,143
3823,Jared Sullinger,2014-15,Boston Celtics,1,152
3823,Jared Sullinger,2015-16,Boston Celtics,4,74
3823,Jared Sullinger,2016-17,Toronto Raptors,0,10
3824,DaJuan Summers,2009-10,Detroit Pistons,0,25
3824,DaJuan Summers,2010-11,Detroit Pistons,1,11
3824,DaJuan Summers,2011-12,New Orleans Pelicans,2,10
3825,Edmond Sumner,2018-19,Indiana Pacers,0,15
3827,Sun Sun,2008-09,Los Angeles Lakers,0,4
3829,Bruno Sundov,1998-99,Dallas Mavericks,1,0
3829,Bruno Sundov,2000-01,Indiana Pacers,0,4
3829,Bruno Sundov,2001-02,Indiana Pacers,0,1
3829,Bruno Sundov,2002-03,Boston Celtics,0,11
3829,Bruno Sundov,2004-05,New York Knicks,1,1
3831,Bob Sura,1998-99,Cleveland Cavaliers,2,35
3831,Bob Sura,1999-00,Cleveland Cavaliers,4,252
3831,Bob Sura,2000-01,Golden State Warriors,0,140
3831,Bob Sura,2001-02,Golden State Warriors,2,95
3831,Bob Sura,2002-03,Golden State Warriors,0,58
3831,Bob Sura,2003-04,Atlanta Hawks,0,31
3831,Bob Sura,2003-04,Detroit Pistons,0,20
3831,Bob Sura,2004-05,Houston Rockets,0,131
3836,Caleb Swanigan,2017-18,Portland Trail Blazers,0,7
3836,Caleb Swanigan,2018-19,Portland Trail Blazers,1,5
3836,Caleb Swanigan,2018-19,Sacramento Kings,0,1
3841,Stromile Swift,2000-01,Memphis Grizzlies,0,1
3841,Stromile Swift,2001-02,Memphis Grizzlies,0,2
3841,Stromile Swift,2002-03,Memphis Grizzlies,0,1
3841,Stromile Swift,2003-04,Memphis Grizzlies,1,1
3841,Stromile Swift,2005-06,Houston Rockets,0,1
3841,Stromile Swift,2006-07,Memphis Grizzlies,0,1
3841,Stromile Swift,2007-08,Memphis Grizzlies,0,1
3843,Pape Sy,2010-11,Atlanta Hawks,0,1
3847,Wally Szczerbiak,1999-00,Minnesota Timberwolves,7,65
3847,Wally Szczerbiak,2000-01,Minnesota Timberwolves,6,55
3847,Wally Szczerbiak,2001-02,Minnesota Timberwolves,7,149
3847,Wally Szczerbiak,2002-03,Minnesota Timberwolves,7,131
3847,Wally Szczerbiak,2003-04,Minnesota Timberwolves,6,61
3847,Wally Szczerbiak,2004-05,Minnesota Timberwolves,9,129
3847,Wally Szczerbiak,2005-06,Boston Celtics,3,90
3847,Wally Szczerbiak,2005-06,Minnesota Timberwolves,11,114
3847,Wally Szczerbiak,2006-07,Boston Celtics,7,86
3847,Wally Szczerbiak,2007-08,Cleveland Cavaliers,6,94
3847,Wally Szczerbiak,2007-08,Oklahoma City Thunder,5,121
3847,Wally Szczerbiak,2008-09,Cleveland Cavaliers,9,144
3849,Yuta Tabuse,2004-05,Phoenix Suns,0,1
3855,Jayson Tatum,2017-18,Boston Celtics,2,169
3855,Jayson Tatum,2018-19,Boston Celtics,2,199
3859,Donell Taylor,2005-06,Washington Wizards,0,15
3859,Donell Taylor,2006-07,Washington Wizards,0,10
3861,Isaiah Taylor,2016-17,Houston Rockets,0,1
3861,Isaiah Taylor,2017-18,Atlanta Hawks,4,58
3864,Jeffery Taylor,2012-13,Charlotte Hornets,0,114
3864,Jeffery Taylor,2013-14,Charlotte Hornets,0,52
3864,Jeffery Taylor,2014-15,Charlotte Hornets,0,27
3865,Jermaine Taylor,2009-10,Houston Rockets,0,15
3865,Jermaine Taylor,2010-11,Houston Rockets,0,4
3865,Jermaine Taylor,2010-11,Sacramento Kings,0,34
3866,Johnny Taylor,1998-99,Denver Nuggets,2,42
3866,Johnny Taylor,1999-00,Orlando Magic,0,1
3868,Maurice Taylor,1998-99,Los Angeles Clippers,2,0
3868,Maurice Taylor,1999-00,Los Angeles Clippers,3,5
3868,Maurice Taylor,2000-01,Houston Rockets,0,2
3868,Maurice Taylor,2002-03,Houston Rockets,0,1
3868,Maurice Taylor,2003-04,Houston Rockets,0,1
3868,Maurice Taylor,2004-05,Houston Rockets,2,4
3868,Maurice Taylor,2004-05,New York Knicks,0,1
3869,Mike Taylor,2008-09,Los Angeles Clippers,2,24
3871,Tyshawn Taylor,2012-13,Brooklyn Nets,0,8
3871,Tyshawn Taylor,2013-14,Brooklyn Nets,0,8
3874,Jeff Teague,2009-10,Atlanta Hawks,1,24
3874,Jeff Teague,2010-11,Atlanta Hawks,0,42
3874,Jeff Teague,2011-12,Atlanta Hawks,0,138
3874,Jeff Teague,2012-13,Atlanta Hawks,0,204
3874,Jeff Teague,2013-14,Atlanta Hawks,1,203
3874,Jeff Teague,2014-15,Atlanta Hawks,0,210
3874,Jeff Teague,2015-16,Atlanta Hawks,0,266
3874,Jeff Teague,2016-17,Indiana Pacers,0,158
3874,Jeff Teague,2017-18,Minnesota Timberwolves,0,184
3874,Jeff Teague,2018-19,Minnesota Timberwolves,1,81
3875,Marquis Teague,2012-13,Chicago Bulls,0,22
3875,Marquis Teague,2013-14,Chicago Bulls,0,8
3875,Marquis Teague,2013-14,Brooklyn Nets,0,7
3875,Marquis Teague,2017-18,Memphis Grizzlies,0,3
3876,Mirza Teletovic,2012-13,Brooklyn Nets,1,79
3876,Mirza Teletovic,2013-14,Brooklyn Nets,2,297
3876,Mirza Teletovic,2014-15,Brooklyn Nets,1,156
3876,Mirza Teletovic,2015-16,Phoenix Suns,0,344
3876,Mirza Teletovic,2016-17,Milwaukee Bucks,2,177
3876,Mirza Teletovic,2017-18,Milwaukee Bucks,0,21
3877,Sebastian Telfair,2004-05,Portland Trail Blazers,1,46
3877,Sebastian Telfair,2005-06,Portland Trail Blazers,3,121
3877,Sebastian Telfair,2006-07,Boston Celtics,4,76
